,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,Sources,powo_Snippet
10714,505169-1,Lupinus tassilicus,Lupinus tassilicus,505169-1,Species,:LITTOX::::::::,
10715,77190403-1,Lupinus albus subsp. albus,Lupinus albus,504069-1,Subspecies,:LITTOX:::::::CliniTox:,
10716,279946-2,Lupinus texensis,Lupinus texensis,279946-2,Species,:LITTOX::::::::,
10717,505205-1,Lupinus truncatus,Lupinus truncatus,505205-1,Species,:LITTOX::::::::,
10718,146082-2,Lupinus westianus,Lupinus westianus,146082-2,Species,:LITTOX::::::::,
10719,505270-1,Lupinus wyethii,Lupinus wyethii,505270-1,Species,:LITTOX::::::::,
10720,35812-1,Luvunga,,,Genus,:LITTOX::::::::,
10721,774221-1,Luvunga sarmentosa,Luvunga sarmentosa,774221-1,Species,:LITTOX::::::::,
10722,60446056-2,Luvunga scandens,Luvunga scandens,60446056-2,Species,:LITTOX::::::::,
10723,331233-2,Luzula,,,Genus,:LITTOX::::::::,
10724,331962-2,Silene,,,Genus,:LITTOX::::::::,
10725,77225655-1,Silene dioica subsp. dioica,Silene dioica,157239-1,Subspecies,:LITTOX::::::::,
10726,1008517-1,Silene banksia,Silene banksia,1008517-1,Species,:LITTOX::::::::,
10727,77225862-1,Silene latifolia subsp. latifolia,Silene latifolia,157647-1,Subspecies,:LITTOX::::::::,
10728,30034661-2,Lychnophora,,,Genus,:LITTOX::::::::,
10729,231302-1,Lychnophora passerina,Lychnophora passerina,231302-1,Species,:LITTOX::::::::,
10730,816351-1,Lycium australe,Lycium australe,816351-1,Species,:LITTOX::::::::,
10731,77224962-1,Lycium barbarum var. barbarum,Lycium barbarum,816356-1,Variety,:LITTOX:::CPCS:::::,
10732,816384-1,Lycium carolinianum,Lycium carolinianum,816384-1,Species,:LITTOX::::::::,
10733,816389-1,Lycium chinense,Lycium chinense,816389-1,Species,:LITTOX::::::::,
10734,816435-1,Lycium europaeum,Lycium europaeum,816435-1,Species,:LITTOX:fr_wiki:::::::,
10735,816485-1,Lycium horridum,Lycium horridum,816485-1,Species,:LITTOX::::::::,
10736,816566-1,Lycium pallidum,Lycium pallidum,816566-1,Species,:LITTOX::::::::,
10737,816609-1,Lycium ruthenicum,Lycium ruthenicum,816609-1,Species,:LITTOX::::::::,
10738,285196-2,Solanum cheesmaniae,Solanum cheesmaniae,285196-2,Species,:LITTOX::::::::,
10739,818675-1,Solanum chilense,Solanum chilense,818675-1,Species,:LITTOX::::::::,
10740,285254-2,Solanum peruvianum,Solanum peruvianum,285254-2,Species,:LITTOX::::::::,
10741,1009879-1,Solanum habrochaites,Solanum habrochaites,1009879-1,Species,:LITTOX::::::::,
10742,60438513-2,Solanum arcanum,Solanum arcanum,60438513-2,Species,:LITTOX::::::::,
10743,820511-1,Solanum pimpinellifolium,Solanum pimpinellifolium,820511-1,Species,:LITTOX::::::::,
10744,17443120-1,Lycopodiella,,,Genus,:LITTOX::::::::,
10745,30000138-2,Lycopodium,,,Genus,:LITTOX::::::::,
10746,147130-2,Lycopodium alpinum,Lycopodium alpinum,147130-2,Species,:LITTOX::::::::,
10747,304983-2,Lycopodium annotinum,Lycopodium annotinum,304983-2,Species,:LITTOX:::::USDA(Duke):TPPT::,
10748,146931-2,Lycopodiella caroliniana,Lycopodiella caroliniana,146931-2,Species,:LITTOX:::::USDA(Duke):::,
10749,1054587-2,Lycopodiella cernua,Lycopodiella cernua,1054587-2,Species,:LITTOX:::::USDA(Duke):::,
10750,304307-2,Lycopodium clavatum,Lycopodium clavatum,304307-2,Species,:LITTOX::::::TPPT::,
10751,60447820-2,Huperzia saururus,Huperzia saururus,60447820-2,Species,:LITTOX::::::::,
10752,1136473-2,Huperzia squarrosa,Huperzia squarrosa,1136473-2,Species,:LITTOX::::::::,
10753,30028551-2,Lycopus,,,Genus,:LITTOX::::::::,
10754,449641-1,Lycopus europaeus,Lycopus europaeus,449641-1,Species,:LITTOX::::::::,
10755,449692-1,Lycopus virginicus,Lycopus virginicus,449692-1,Species,:LITTOX::::::::,
10756,60455957-2,Lycoris,,,Genus,:LITTOX::::UCANR::::,
10757,60455958-2,Lycoris aurea,Lycoris aurea,60455958-2,Species,:LITTOX::::::::,
10758,900237-1,Lycoris guangxiensis,Lycoris guangxiensis,900237-1,Species,:LITTOX::::::::,
10759,65798-1,Lycoris incarnata,Lycoris incarnata,65798-1,Species,:LITTOX::::::::,
10760,65803-1,Lycoris longituba,Lycoris longituba,65803-1,Species,:LITTOX::::::::,
10761,65807-1,Lycoris sanguinea,Lycoris sanguinea,65807-1,Species,:LITTOX::::::::,
10762,289402-2,Lygodesmia,,,Genus,:LITTOX::::::::,
10763,231357-1,Lygodesmia juncea,Lygodesmia juncea,231357-1,Species,:LITTOX::::::::,
10764,329321-2,Lyonia,,,Genus,:LITTOX::::::::,
10765,147874-2,Lyonia elliptica,Lyonia elliptica,147874-2,Species,:LITTOX::::::::,
10766,331146-1,Lyonia ligustrina,Lyonia ligustrina,331146-1,Species,:LITTOX::::::::,
10767,331149-1,Lyonia lucida,Lyonia lucida,331149-1,Species,:LITTOX::::::::,
10768,331154-1,Lyonia mariana,Lyonia mariana,331154-1,Species,:LITTOX::::::::,
10769,50061-3,Parsonsia straminea,Parsonsia straminea,50061-3,Species,:LITTOX::::::::,
10770,30046190-2,Lysichiton,,,Genus,:LITTOX::::::::,
10771,147962-2,Lysichiton americanus,Lysichiton americanus,147962-2,Species,:LITTOX::::::TPPT::,
10772,22847-1,Lysidice,,,Genus,:LITTOX::::::::,
10773,30038751-2,Lysiloma,,,Genus,:LITTOX::::::::,
10774,317730-2,Lysiloma sabicu,Lysiloma sabicu,317730-2,Species,:LITTOX::::::::,
10775,701062-1,Lysimachia candida,Lysimachia candida,701062-1,Species,:LITTOX::::::::,
10776,30002863-2,Lythrum,,,Genus,:LITTOX::::::::,
10777,553712-1,Lythrum flexuosum,Lythrum flexuosum,553712-1,Species,:LITTOX::::::::,
10778,147982-2,Lythrum hyssopifolia,Lythrum hyssopifolia,147982-2,Species,:LITTOX::::::::,
10779,553740-1,Lythrum junceum,Lythrum junceum,553740-1,Species,:LITTOX::::::::,
10780,147990-2,Lythrum salicaria,Lythrum salicaria,147990-2,Species,:LITTOX::::::::,
10781,22850-1,Maackia,,,Genus,:LITTOX::::::::,
10782,324545-2,Maackia amurensis,Maackia amurensis,324545-2,Species,:LITTOX::::::::,
10783,322408-1,Diospyros foliosa,Diospyros foliosa,322408-1,Species,:LITTOX::::::::,
10784,327716-2,Mabea,,,Genus,:LITTOX::::::::,
10785,32953-1,Macadamia,,,Genus,:LITTOX::::::::,
10786,77095225-1,Lasjia claudiensis,Lasjia claudiensis,77095225-1,Species,:LITTOX::::::::,
10787,77095224-1,Lasjia grandis,Lasjia grandis,77095224-1,Species,:LITTOX::::::::,
10788,705192-1,Macadamia integrifolia,Macadamia integrifolia,705192-1,Species,:LITTOX::::::::,
10789,968615-1,Macadamia jansenii,Macadamia jansenii,968615-1,Species,:LITTOX::::::::,
10790,703654-1,Floydia praealta,Floydia praealta,703654-1,Species,:LITTOX::::::::,
10791,705200-1,Macadamia tetraphylla,Macadamia tetraphylla,705200-1,Species,:LITTOX::::::::,
10792,77095226-1,Lasjia whelanii,Lasjia whelanii,77095226-1,Species,:LITTOX::::::::,
10793,15612-1,Macaranga,,,Genus,:LITTOX::::::::,
10794,351305-1,Macaranga polyadenia,Macaranga polyadenia,351305-1,Species,:LITTOX::::::::,
10795,351381-1,Macaranga tanarius,Macaranga tanarius,351381-1,Species,:LITTOX::::::::,
10796,326341-2,Machaeranthera,,,Genus,:LITTOX::::::::,
10797,269866-2,Xylorhiza orcuttii,Xylorhiza orcuttii,269866-2,Species,:LITTOX::::::::,
10798,77232618-1,Dieteria canescens var. canescens,Dieteria canescens,1039171-2,Variety,:LITTOX::::::::,
10799,505361-1,Machaerium acutifolium,Machaerium acutifolium,505361-1,Species,:LITTOX::::::::,
10800,77190361-1,Machaerium nyctitans var. nyctitans,Machaerium nyctitans,505530-1,Variety,:LITTOX::::::::,
10801,505522-1,Machaerium mucronulatum,Machaerium mucronulatum,505522-1,Species,:LITTOX::::::::,
10802,505530-1,Machaerium nyctitans,Machaerium nyctitans,505530-1,Species,:LITTOX::::::::,
10803,505549-1,Machaerium pedicellatum,Machaerium pedicellatum,505549-1,Species,:LITTOX::::::::,
10804,505578-1,Machaerium scleroxylon,Machaerium scleroxylon,505578-1,Species,:LITTOX::::::::,
10805,505624-1,Machaerium villosum,Machaerium villosum,505624-1,Species,:LITTOX::::::::,
10806,148497-2,Machaerium debile,Machaerium debile,148497-2,Species,:LITTOX::::::::,
10807,755453-1,Machaonia brasiliensis,Machaonia brasiliensis,755453-1,Species,:LITTOX::::::::,
10808,21446-1,Machilus,,,Genus,:LITTOX::::::::,
10809,3041-1,Mackinlaya,,,Genus,:LITTOX::::::::,
10810,90978-1,Mackinlaya celebica,Mackinlaya celebica,90978-1,Species,:LITTOX::::::::,
10811,31689-1,Macleaya,,,Genus,:LITTOX::::::::,
10812,331741-2,Maclura,,,Genus,:LITTOX::::::::,
10813,584313-1,Maclura africana,Maclura africana,584313-1,Species,:LITTOX::::::::,
10814,79852-1,Macoubea guianensis,Macoubea guianensis,79852-1,Species,:LITTOX::::::::,
10815,331742-2,Macrolobium,,,Genus,:LITTOX::::::::,
10816,681346-1,Piper excelsum,Piper excelsum,681346-1,Species,:LITTOX::::::::,
10817,152035-2,Mandevilla petraea,Mandevilla petraea,152035-2,Species,:LITTOX::::::::,
10818,152092-2,Mandevilla velame,Mandevilla velame,152092-2,Species,:LITTOX::::::::,
10819,113444-1,Arnebia benthamii,Arnebia benthamii,113444-1,Species,:LITTOX::::::::,
10820,113453-1,Arnebia densiflora,Arnebia densiflora,113453-1,Species,:LITTOX::::::::,
10821,13529-1,Macrozamia,,,Genus,:LITTOX::::::::,
10822,297199-1,Macrozamia spiralis,Macrozamia spiralis,297199-1,Species,:LITTOX::::::::,
10823,871787-1,Macrozamia diplomera,Macrozamia diplomera,871787-1,Species,:LITTOX::::::::,
10824,871788-1,Macrozamia douglasii,Macrozamia douglasii,871788-1,Species,:LITTOX::::::::,
10825,297163-1,Macrozamia dyeri,Macrozamia dyeri,297163-1,Species,:LITTOX::::::::,
10826,297167-1,Macrozamia fawcettii,Macrozamia fawcettii,297167-1,Species,:LITTOX::::::::,
10827,297171-1,Macrozamia fraseri,Macrozamia fraseri,297171-1,Species,:LITTOX::::::::,
10828,1005729-1,Macrozamia glaucophylla,Macrozamia glaucophylla,1005729-1,Species,:LITTOX::::::::,
10829,59233-3,Macrozamia macdonnellii,Macrozamia macdonnellii,59233-3,Species,:LITTOX::::::::,
10830,297182-1,Macrozamia macleayi,Macrozamia macleayi,297182-1,Species,:LITTOX::::::::,
10831,59516-3,Macrozamia mountperriensis,Macrozamia mountperriensis,59516-3,Species,:LITTOX::::::::,
10832,297169-1,Macrozamia flexuosa,Macrozamia flexuosa,297169-1,Species,:LITTOX::::::::,
10833,963299-1,Macrozamia plurinervia,Macrozamia plurinervia,963299-1,Species,:LITTOX::::::::,
10834,297191-1,Macrozamia platyrhachis,Macrozamia platyrhachis,297191-1,Species,:LITTOX::::::::,
10835,1005728-1,Macrozamia polymorpha,Macrozamia polymorpha,1005728-1,Species,:LITTOX::::::::,
10836,297197-1,Macrozamia secunda,Macrozamia secunda,297197-1,Species,:LITTOX::::::::,
10837,871790-1,Macrozamia stenomera,Macrozamia stenomera,871790-1,Species,:LITTOX::::::::,
10838,787566-1,Madhuca utilis,Madhuca utilis,787566-1,Species,:LITTOX::::::::,
10839,231609-1,Madia glomerata,Madia glomerata,231609-1,Species,:LITTOX::::::::,
10840,231627-1,Madia sativa,Madia sativa,231627-1,Species,:LITTOX::::::::,
10841,1003912-1,Madlabium,,,Genus,:LITTOX::::::::,
10842,5968-1,Maerua,,,Genus,:LITTOX::::::::,
10843,147666-1,Maerua cafra,Maerua cafra,147666-1,Species,:LITTOX::::::::,
10844,147677-1,Maerua cylindrocarpa,Maerua cylindrocarpa,147677-1,Species,:LITTOX::::::::,
10845,147703-1,Maerua glauca,Maerua glauca,147703-1,Species,:LITTOX::::::::,
10846,147707-1,Maerua grantii,Maerua grantii,147707-1,Species,:LITTOX::::::::,
10847,147746-1,Maerua parvifolia,Maerua parvifolia,147746-1,Species,:LITTOX::::::::,
10848,77224447-1,Maerua triphylla var. triphylla,Maerua triphylla,147796-1,Variety,:LITTOX::::::::,
10849,27330-1,Maesa,,,Genus,:LITTOX::::::::,
10850,77226157-1,Maesa lanceolata subsp. lanceolata,Maesa lanceolata,588843-1,Subspecies,:LITTOX::::::::,
10851,33475-1,Maesopsis,,,Genus,:LITTOX::::::::,
10852,30000709-2,Magnolia,,,Genus,:LITTOX::::::::,
10853,554627-1,Magnolia acuminata,Magnolia acuminata,554627-1,Species,:LITTOX::::::::,
10854,77170516-1,Magnolia virginiana subsp. virginiana,Magnolia virginiana,30016308-2,Subspecies,:LITTOX::::::::,
10855,554784-1,Magnolia obovata,Magnolia obovata,554784-1,Species,:LITTOX::::::::,
10856,554787-1,Magnolia officinalis,Magnolia officinalis,554787-1,Species,:LITTOX:::::USDA(Duke):::,
10857,554815-1,Magnolia pterocarpa,Magnolia pterocarpa,554815-1,Species,:LITTOX::::::::,
10858,554831-1,Magnolia salicifolia,Magnolia salicifolia,554831-1,Species,:LITTOX::::::::,
10859,60468302-2,Magnolia × soulangeana,Magnolia × soulangeana,60468302-2,Species,:LITTOX::::::::,
10860,554855-1,Magnolia stellata,Magnolia stellata,554855-1,Species,:LITTOX::::::::,
10861,554866-1,Magnolia tripetala,Magnolia tripetala,554866-1,Species,:LITTOX::::::::,
10862,40219-1,Magydaris,,,Genus,:LITTOX::::::::,
10863,60461528-2,Berberis napaulensis,Berberis napaulensis,60461528-2,Species,:LITTOX::::::::,
10864,31492-2,Berberis nervosa,Berberis nervosa,31492-2,Species,:LITTOX::::::::,
10865,30042358-2,Maianthemum bifolium,Maianthemum bifolium,30042358-2,Species,:LITTOX:fr_wiki:::::TPPT::,
10866,538030-1,Maianthemum canadense,Maianthemum canadense,538030-1,Species,:LITTOX::::::::,
10867,538037-1,Maianthemum racemosum,Maianthemum racemosum,538037-1,Species,:LITTOX::::::::,
10868,6919-1,Maireana,,,Genus,:LITTOX::::::::,
10869,21080-1,Origanum,,,Genus,:LITTOX::::::::,
10870,453303-1,Origanum majorana,Origanum majorana,453303-1,Species,:LITTOX::::::::,
10871,453375-1,Origanum syriacum,Origanum syriacum,453375-1,Species,:LITTOX::::::::,
10872,77223494-1,Leiotulus secacul subsp. secacul,Leiotulus secacul,976582-1,Subspecies,:LITTOX::::::::,
10873,561421-1,Malachra alceifolia,Malachra alceifolia,561421-1,Species,:LITTOX::::::::,
10874,327130-2,Malesherbia,,,Genus,:LITTOX::::::::,
10875,351579-1,Mallotus japonicus,Mallotus japonicus,351579-1,Species,:LITTOX::::::::,
10876,351621-1,Mallotus mollissimus,Mallotus mollissimus,351621-1,Species,:LITTOX::::::::,
10877,30385064-2,Malosma,,,Genus,:LITTOX::::::::,
10878,79926-1,Malouetia tamaquarina,Malouetia tamaquarina,79926-1,Species,:LITTOX::::::::,
10879,30006755-2,Malpighia,,,Genus,:LITTOX::::::::,
10880,556209-1,Byrsonima verbascifolia,Byrsonima verbascifolia,556209-1,Species,:LITTOX::::::::,
10881,557048-1,Malpighia glabra,Malpighia glabra,557048-1,Species,:LITTOX::::::::,
10882,557070-1,Malpighia infestissima,Malpighia infestissima,557070-1,Species,:LITTOX::::::::,
10883,30024474-2,Malus,,,Genus,:LITTOX:::CPCS:UCANR::::,
10884,1087697-2,Malus angustifolia,Malus angustifolia,1087697-2,Species,:LITTOX::::::::,
10885,726243-1,Malus baccata,Malus baccata,726243-1,Species,:LITTOX:::CPCS:::::,
10886,726269-1,Malus coronaria,Malus coronaria,726269-1,Species,:LITTOX::::::::,
10887,150114-2,Malus fusca,Malus fusca,150114-2,Species,:LITTOX:::CPCS:::::,
10888,726310-1,Malus hupehensis,Malus hupehensis,726310-1,Species,:LITTOX::::::::,
10889,150119-2,Malus ioensis,Malus ioensis,150119-2,Species,:LITTOX:::CPCS:::::,
10890,726415-1,Malus sylvestris,Malus sylvestris,726415-1,Species,:LITTOX:::CPCS:::TPPT::,
10891,561868-1,Malva pusilla,Malva pusilla,561868-1,Species,:LITTOX::::::::,
10892,561798-1,Malva nicaeensis,Malva nicaeensis,561798-1,Species,:LITTOX::::::::,
10893,561850-1,Malva preissiana,Malva preissiana,561850-1,Species,:LITTOX::::::::,
10894,77226650-1,Malva sylvestris var. sylvestris,Malva sylvestris,561932-1,Variety,:LITTOX:::::::CliniTox:,
10895,561971-1,Malva verticillata,Malva verticillata,561971-1,Species,:LITTOX::::::::,
10896,331746-2,Malvastrum,,,Genus,:LITTOX::::::::,
10897,561999-1,Malvastrum americanum,Malvastrum americanum,561999-1,Species,:LITTOX::::::::,
10898,241641-2,Sphaeralcea coccinea,Sphaeralcea coccinea,241641-2,Species,:LITTOX::::::::,
10899,25971-1,Malvella,,,Genus,:LITTOX::::::::,
10900,150488-2,Malvella leprosa,Malvella leprosa,150488-2,Species,:LITTOX::::::::,
10901,30014196-2,Mammea,,,Genus,:LITTOX::::::::,
10902,428742-1,Mammea africana,Mammea africana,428742-1,Species,:LITTOX::::::::,
10903,428784-1,Mammea suriga,Mammea suriga,428784-1,Species,:LITTOX::::::::,
10904,151709-2,Mammillaria sonorensis,Mammillaria sonorensis,151709-2,Species,:LITTOX::::::::,
10905,1020263-1,Cochemiea grahamii,Cochemiea grahamii,1020263-1,Species,:LITTOX::::::::,
10906,134685-1,Mammillaria heyderi,Mammillaria heyderi,134685-1,Species,:LITTOX::::::::,
10907,151949-2,Mandevilla coccinea,Mandevilla coccinea,151949-2,Species,:LITTOX::::::::,
10908,38432-1,Mandragora,,,Genus,:LITTOX::::::::,
10909,816721-1,Mandragora autumnalis,Mandragora autumnalis,816721-1,Species,:LITTOX::::::::,
10910,816738-1,Mandragora turcomanica,Mandragora turcomanica,816738-1,Species,:LITTOX::::::::,
10911,331752-2,Manettia,,,Genus,:LITTOX::::::::,
10912,755659-1,Manettia divaricata,Manettia divaricata,755659-1,Species,:LITTOX::::::::,
10913,1848-1,Mangifera,,,Genus,:LITTOX::::::::,
10914,69890-1,Mangifera cochinchinensis,Mangifera cochinchinensis,69890-1,Species,:LITTOX::::::::,
10915,69920-1,Mangifera lagenifera,Mangifera lagenifera,69920-1,Species,:LITTOX::::::::,
10916,327701-2,Manihot,,,Genus,:LITTOX::::::::,
10917,1021449-1,Manihot carthagenensis subsp. glaziovii,Manihot carthagenensis,1100922-2,Subspecies,:LITTOX::::::::,
10918,351805-1,Manihot grahamii,Manihot grahamii,351805-1,Species,:LITTOX::::::::,
10919,77172336-1,Manihot caerulescens subsp. caerulescens,Manihot caerulescens,351763-1,Subspecies,:LITTOX::::::::,
10920,1032531-2,Manilkara bidentata,Manilkara bidentata,1032531-2,Species,:LITTOX::::::::,
10921,787644-1,Manilkara hexandra,Manilkara hexandra,787644-1,Species,:LITTOX::::::::,
10922,152609-2,Manilkara huberi,Manilkara huberi,152609-2,Species,:LITTOX::::::::,
10923,38763-1,Mansonia,,,Genus,:LITTOX::::::::,
10924,77154317-1,Eumachia cephalantha,Eumachia cephalantha,77154317-1,Species,:LITTOX::::::::,
10925,761510-1,Psychotria borjensis,Psychotria borjensis,761510-1,Species,:LITTOX::::::::,
10926,77183920-1,Mappia nimmoniana,Mappia nimmoniana,77183920-1,Species,:LITTOX::::::::,
10927,352050-1,Maprounea brasiliensis,Maprounea brasiliensis,352050-1,Species,:LITTOX::::::::,
10928,40880-1,Maquira,,,Genus,:LITTOX::::::::,
10929,152821-2,Maquira calophylla,Maquira calophylla,152821-2,Species,:LITTOX::::::::,
10930,152822-2,Maquira coriacea,Maquira coriacea,152822-2,Species,:LITTOX::::::::,
10931,152824-2,Maquira sclerophylla,Maquira sclerophylla,152824-2,Species,:LITTOX::::::::,
10932,13327-1,Marah,,,Genus,:LITTOX::::::::,
10933,30019537-2,Maranta,,,Genus,:LITTOX::::::::,
10934,280408-2,Maranta arundinacea,Maranta arundinacea,280408-2,Species,:LITTOX::::::::,
10935,797361-1,Maranta leuconeura,Maranta leuconeura,797361-1,Species,:LITTOX::::::::,
10936,168120-1,Maranthes goetzeniana,Maranthes goetzeniana,168120-1,Species,:LITTOX::::::::,
10937,26439-1,Marcetia,,,Genus,:LITTOX::::::::,
10938,829097-1,Marcgravia umbellata,Marcgravia umbellata,829097-1,Species,:LITTOX::::::::,
10939,39074-1,Marcgravia,,,Genus,:LITTOX::::::::,
10940,153124-2,Margyricarpus pinnatus,Margyricarpus pinnatus,153124-2,Species,:LITTOX::::::::,
10941,21001-1,Marrubium,,,Genus,:LITTOX::::::::,
10942,449832-1,Marrubium alysson,Marrubium alysson,449832-1,Species,:LITTOX::::::::,
10943,449990-1,Marrubium vulgare,Marrubium vulgare,449990-1,Species,:LITTOX::::::TPPT::,
10944,331758-2,Marsdenia,,,Genus,:LITTOX::::::::,
10945,77195999-1,Ruehssia zehntneri,Ruehssia zehntneri,77195999-1,Species,:LITTOX::::::::,
10946,77190202-1,Vincetoxicum cinerascens,Vincetoxicum cinerascens,77190202-1,Species,:LITTOX::::::::,
10947,99126-1,Marsdenia cundurango,Marsdenia cundurango,99126-1,Species,:LITTOX::::::::,
10948,97234-1,Dregea floribunda,Dregea floribunda,97234-1,Species,:LITTOX::::::::,
10949,60478420-2,Ruehssia hilariana,Ruehssia hilariana,60478420-2,Species,:LITTOX::::::::,
10950,99211-1,Marsdenia lucida,Marsdenia lucida,99211-1,Species,:LITTOX::::::::,
10951,77195617-1,Ruehssia megalantha,Ruehssia megalantha,77195617-1,Species,:LITTOX::::::::,
10952,60478412-2,Ruehssia altissima,Ruehssia altissima,60478412-2,Species,:LITTOX::::::::,
10953,99275-1,Marsdenia rostrata,Marsdenia rostrata,99275-1,Species,:LITTOX::::::::,
10954,99319-1,Marsdenia tenacissima,Marsdenia tenacissima,99319-1,Species,:LITTOX::::::::,
10955,99325-1,Marsdenia tinctoria,Marsdenia tinctoria,99325-1,Species,:LITTOX::::::::,
10956,331113-2,Marsilea,,,Genus,:LITTOX::::::::,
10957,17144660-1,Marsilea angustifolia,Marsilea angustifolia,17144660-1,Species,:LITTOX::::::::,
10958,17145220-1,Marsilea mutica,Marsilea mutica,17145220-1,Species,:LITTOX::::::::,
10959,17144900-1,Marsilea drummondii,Marsilea drummondii,17144900-1,Species,:LITTOX::::::::,
10960,17145040-1,Marsilea hirsuta,Marsilea hirsuta,17145040-1,Species,:LITTOX::::::::,
10961,449997-1,Marsypianthes chamaedrys,Marsypianthes chamaedrys,449997-1,Species,:LITTOX::::::::,
10962,153710-2,Martinella obovata,Martinella obovata,153710-2,Species,:LITTOX::::::::,
10963,30002379-2,Martynia,,,Genus,:LITTOX::::::::,
10964,675840-1,Martynia annua,Martynia annua,675840-1,Species,:LITTOX::::::::,
10965,77226568-1,Proboscidea louisianica subsp. louisianica,Proboscidea louisianica,210335-2,Subspecies,:LITTOX::::::::,
10966,565368-1,Ibicella lutea,Ibicella lutea,565368-1,Species,:LITTOX::::::::,
10967,30005439-2,Mascagnia,,,Genus,:LITTOX::::::::,
10968,60442914-2,Amorimia concinna,Amorimia concinna,60442914-2,Species,:LITTOX::::::::,
10969,1126391-2,Mascagnia divaricata,Mascagnia divaricata,1126391-2,Species,:LITTOX::::::::,
10970,60442915-2,Amorimia exotropica,Amorimia exotropica,60442915-2,Species,:LITTOX::::::::,
10971,273852-2,Callaeum antifebrile,Callaeum antifebrile,273852-2,Species,:LITTOX::::::::,
10972,783588-1,Matayba arborescens,Matayba arborescens,783588-1,Species,:LITTOX::::::::,
10973,30012949-2,Matricaria,,,Genus,:LITTOX::::::::,
10974,77180240-1,Tanacetum corymbosum subsp. corymbosum,Tanacetum corymbosum,252281-1,Subspecies,:LITTOX::::::::,
10975,256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum,256507-1,Species,:LITTOX::::::::,
10976,77180698-1,Tanacetum bipinnatum subsp. bipinnatum,Tanacetum bipinnatum,252247-1,Subspecies,:LITTOX::::::::,
10977,945193-1,Oncosiphon suffruticosus,Oncosiphon suffruticosus,945193-1,Species,:LITTOX::::::::,
10978,17408730-1,Onoclea,,,Genus,:LITTOX::::::::,
10979,17275510-1,Onoclea struthiopteris,Onoclea struthiopteris,17275510-1,Species,:LITTOX::::::::,
10980,331760-2,Matthiola,,,Genus,:LITTOX::::::::,
10981,286910-1,Matthiola incana,Matthiola incana,286910-1,Species,:LITTOX::::::::,
10982,1849-1,Mauria,,,Genus,:LITTOX::::::::,
10983,70000-1,Mauria heterophylla,Mauria heterophylla,70000-1,Species,:LITTOX::::::::,
10984,70012-1,Mauria simplicifolia,Mauria simplicifolia,70012-1,Species,:LITTOX::::::::,
10985,4358-1,Mayna,,,Genus,:LITTOX::::::::,
10986,30088764-2,Maytenus,,,Genus,:LITTOX::::::::,
10987,161827-1,Maytenus boaria,Maytenus boaria,161827-1,Species,:LITTOX::::::::,
10988,161893-1,Maytenus ebenifolia,Maytenus ebenifolia,161893-1,Species,:LITTOX::::::::,
10989,161937-1,Maytenus ilicifolia,Maytenus ilicifolia,161937-1,Species,:LITTOX::::::::,
10990,155542-2,Maytenus macrocarpa,Maytenus macrocarpa,155542-2,Species,:LITTOX::::::::,
10991,161411-1,Gymnosporia ovata,Gymnosporia ovata,161411-1,Species,:LITTOX::::::::,
10992,162059-1,Maytenus rigida,Maytenus rigida,162059-1,Species,:LITTOX::::::::,
10993,30032826-2,Meconella,,,Genus,:LITTOX::::::::,
10994,30000445-2,Papaver,,,Genus,:LITTOX::Cornell CALS::UCANR::::,
10995,77184349-1,Papaver guilelmi-waldemarii,Papaver guilelmi-waldemarii,77184349-1,Species,:LITTOX::::::::,
10996,673433-1,Papaver cambricum,Papaver cambricum,673433-1,Species,:LITTOX::::::TPPT::,
10997,77184348-1,Papaver napaulense,Papaver napaulense,77184348-1,Species,:LITTOX::::::::,
10998,77184368-1,Papaver wallichii,Papaver wallichii,77184368-1,Species,:LITTOX::::::::,
10999,328549-2,Medeola,,,Genus,:LITTOX::::::::,
11000,328550-2,Medeola virginiana,Medeola virginiana,328550-2,Species,:LITTOX::::::::,
11001,331761-2,Medicago,,,Genus,:LITTOX::::::::,
11002,506175-1,Medicago falcata,Medicago falcata,506175-1,Species,:LITTOX::::::::,
11003,506264-1,Medicago littoralis,Medicago littoralis,506264-1,Species,:LITTOX::::::::,
11004,506488-1,Medicago × varia,Medicago × varia,506488-1,Species,:LITTOX::::::::,
11005,60426564-2,Megathyrsus,,,Genus,:LITTOX::::::::,
11006,60426565-2,Megathyrsus maximus,Megathyrsus maximus,60426565-2,Species,:LITTOX::::::::,
11007,1015219-2,Desmodium incanum,Desmodium incanum,1015219-2,Species,:LITTOX::::::::,
11008,597833-1,Melaleuca alternifolia,Melaleuca alternifolia,597833-1,Species,:LITTOX::::::::,
11009,597856-1,Melaleuca bracteata,Melaleuca bracteata,597856-1,Species,:LITTOX::::::::,
11010,115161-3,Melaleuca cajuputi,Melaleuca cajuputi,115161-3,Species,:LITTOX::::::::,
11011,597922-1,Melaleuca dissitiflora,Melaleuca dissitiflora,597922-1,Species,:LITTOX::::::::,
11012,597937-1,Melaleuca ericifolia,Melaleuca ericifolia,597937-1,Species,:LITTOX::::::::,
11013,598002-1,Melaleuca leucadendra,Melaleuca leucadendra,598002-1,Species,:LITTOX::::::::,
11014,77169155-1,Melaleuca cajuputi subsp. cajuputi,Melaleuca cajuputi,115161-3,Subspecies,:LITTOX::::::::,
