,kew_id,family,genus,species,infraspecies,taxon_name,authors,rank,taxonomic_status,accepted_kew_id,accepted_name,accepted_authors,parent_kew_id,parent_name,parent_authors,reviewed,publication,original_name_id,Accepted_Name,Accepted_ID,Accepted_Rank,Accepted_Species,Accepted_Species_ID
673759,547319-1,Loganiaceae,Strychnos,melastomatoides,,Strychnos melastomatoides,Gilg,Species,Accepted,547319-1,Strychnos melastomatoides,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 23: 201 (1896),,Strychnos melastomatoides,547319-1,Species,Strychnos melastomatoides,547319-1
673760,547320-1,Loganiaceae,Strychnos,melinoniana,,Strychnos melinoniana,Baill.,Species,Accepted,547320-1,Strychnos melinoniana,,30010060-2,Strychnos,L.,In review,Bull. Mens. Soc. Linn. Paris 1: 256 (1880),,Strychnos melinoniana,547320-1,Species,Strychnos melinoniana,547320-1
673761,547322-1,Loganiaceae,Strychnos,mellodora,,Strychnos mellodora,S.Moore,Species,Accepted,547322-1,Strychnos mellodora,,30010060-2,Strychnos,L.,In review,"J. Linn. Soc., Bot. 40: 147 (1911)",,Strychnos mellodora,547322-1,Species,Strychnos mellodora,547322-1
673763,547324-1,Loganiaceae,Strychnos,memecyloides,,Strychnos memecyloides,S.Moore,Species,Accepted,547324-1,Strychnos memecyloides,,30010060-2,Strychnos,L.,In review,"A.B.Rendle & al., Cat. Pl. Oban: 69 (1913)",,Strychnos memecyloides,547324-1,Species,Strychnos memecyloides,547324-1
673770,547332-1,Loganiaceae,Strychnos,millepunctata,,Strychnos millepunctata,Leeuwenb.,Species,Accepted,547332-1,Strychnos millepunctata,,30010060-2,Strychnos,L.,In review,Acta Bot. Neerl. 14: 221 (1965),,Strychnos millepunctata,547332-1,Species,Strychnos millepunctata,547332-1
673772,547334-1,Loganiaceae,Strychnos,mimfiensis,,Strychnos mimfiensis,Gilg ex Leeuwenb.,Species,Accepted,547334-1,Strychnos mimfiensis,,30010060-2,Strychnos,L.,In review,Meded. Landbouwhoogeschool 69(1): 188 (1969),,Strychnos mimfiensis,547334-1,Species,Strychnos mimfiensis,547334-1
673775,547339-1,Loganiaceae,Strychnos,minor,,Strychnos minor,Dennst.,Species,Accepted,547339-1,Strychnos minor,,30010060-2,Strychnos,L.,In review,Schlüssel Hortus Malab.: 33 (1818),,Strychnos minor,547339-1,Species,Strychnos minor,547339-1
673777,77227499-1,Loganiaceae,Strychnos,minor,minor,Strychnos minor var. minor,,Variety,Accepted,77227499-1,Strychnos minor var. minor,,547339-1,Strychnos minor,Dennst.,In review,,,Strychnos minor var. minor,77227499-1,Variety,Strychnos minor,547339-1
673778,886553-1,Loganiaceae,Strychnos,minor,thorelii,Strychnos minor var. thorelii,(Hill) Tirel,Variety,Accepted,886553-1,Strychnos minor var. thorelii,,547339-1,Strychnos minor,Dennst.,In review,"Fl. Camb., Laos & Vietn. 13: 27 (1972)",,Strychnos minor var. thorelii,886553-1,Variety,Strychnos minor,547339-1
673779,547340-1,Loganiaceae,Strychnos,mitis,,Strychnos mitis,S.Moore,Species,Accepted,547340-1,Strychnos mitis,,30010060-2,Strychnos,L.,In review,"J. Linn. Soc., Bot. 40: 146 (1911)",,Strychnos mitis,547340-1,Species,Strychnos mitis,547340-1
673780,547341-1,Loganiaceae,Strychnos,mitscherlichii,,Strychnos mitscherlichii,M.R.Schomb.,Species,Accepted,547341-1,Strychnos mitscherlichii,,30010060-2,Strychnos,L.,In review,Reis. Br.-Guiana: 950 (1849),,Strychnos mitscherlichii,547341-1,Species,Strychnos mitscherlichii,547341-1
673781,77227814-1,Loganiaceae,Strychnos,mitscherlichii,mitscherlichii,Strychnos mitscherlichii var. mitscherlichii,,Variety,Accepted,77227814-1,Strychnos mitscherlichii var. mitscherlichii,,547341-1,Strychnos mitscherlichii,M.R.Schomb.,In review,,,Strychnos mitscherlichii var. mitscherlichii,77227814-1,Variety,Strychnos mitscherlichii,547341-1
673782,247328-2,Loganiaceae,Strychnos,mitscherlichii,pubescentior,Strychnos mitscherlichii var. pubescentior,Sandwith,Variety,Accepted,247328-2,Strychnos mitscherlichii var. pubescentior,,547341-1,Strychnos mitscherlichii,M.R.Schomb.,In review,Brittonia 3: 91 (1938),,Strychnos mitscherlichii var. pubescentior,247328-2,Variety,Strychnos mitscherlichii,547341-1
673783,547342-1,Loganiaceae,Strychnos,moandaensis,,Strychnos moandaensis,De Wild.,Species,Accepted,547342-1,Strychnos moandaensis,,30010060-2,Strychnos,L.,In review,"Ann. Mus. Congo Belge, Bot., sér. 5, 3: 249 (1910)",,Strychnos moandaensis,547342-1,Species,Strychnos moandaensis,547342-1
673790,547349-1,Loganiaceae,Strychnos,mostueoides,,Strychnos mostueoides,Leeuwenb.,Species,Accepted,547349-1,Strychnos mostueoides,,30010060-2,Strychnos,L.,In review,Meded. Landbouwhoogeschool 69(1): 194 (1969),,Strychnos mostueoides,547349-1,Species,Strychnos mostueoides,547349-1
673797,77222168-1,Loganiaceae,Strychnos,myrioneura,,Strychnos myrioneura,Gilg,Species,Accepted,77222168-1,Strychnos myrioneura,,30010060-2,Strychnos,L.,In review,Bot. Tidsskr. 32: 312 (1915),,Strychnos myrioneura,77222168-1,Species,Strychnos myrioneura,77222168-1
673798,547356-1,Loganiaceae,Strychnos,myrtoides,,Strychnos myrtoides,Gilg & Busse,Species,Accepted,547356-1,Strychnos myrtoides,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 32: 178 (1902),,Strychnos myrtoides,547356-1,Species,Strychnos myrtoides,547356-1
673799,77177752-1,Loganiaceae,Strychnos,nana,,Strychnos nana,E.S.Brandão,Species,Accepted,77177752-1,Strychnos nana,,30010060-2,Strychnos,L.,In review,Phytotaxa 329: 263 (2017),,Strychnos nana,77177752-1,Species,Strychnos nana,77177752-1
673802,547359-1,Loganiaceae,Strychnos,ndengensis,,Strychnos ndengensis,Pellegr.,Species,Accepted,547359-1,Strychnos ndengensis,,30010060-2,Strychnos,L.,In review,Bull. Mus. Natl. Hist. Nat. 33: 267 (1927),,Strychnos ndengensis,547359-1,Species,Strychnos ndengensis,547359-1
673803,247329-2,Loganiaceae,Strychnos,neglecta,,Strychnos neglecta,Krukoff & Barneby,Species,Accepted,247329-2,Strychnos neglecta,,30010060-2,Strychnos,L.,In review,Mem. New York Bot. Gard. 20(1): 69 (1969),,Strychnos neglecta,247329-2,Species,Strychnos neglecta,247329-2
673804,547361-1,Loganiaceae,Strychnos,ngouniensis,,Strychnos ngouniensis,Pellegr.,Species,Accepted,547361-1,Strychnos ngouniensis,,30010060-2,Strychnos,L.,In review,Bull. Mus. Natl. Hist. Nat. 32: 394 (1926),,Strychnos ngouniensis,547361-1,Species,Strychnos ngouniensis,547361-1
673806,285708-2,Loganiaceae,Strychnos,nicaraguensis,,Strychnos nicaraguensis,Huft,Species,Accepted,285708-2,Strychnos nicaraguensis,,30010060-2,Strychnos,L.,In review,Ann. Missouri Bot. Gard. 75: 383 (1988),,Strychnos nicaraguensis,285708-2,Species,Strychnos nicaraguensis,285708-2
673808,547364-1,Loganiaceae,Strychnos,nigricans,,Strychnos nigricans,Progel,Species,Accepted,547364-1,Strychnos nigricans,,30010060-2,Strychnos,L.,In review,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 6(1): 280 (1868)",,Strychnos nigricans,547364-1,Species,Strychnos nigricans,547364-1
673809,547365-1,Loganiaceae,Strychnos,nigritana,,Strychnos nigritana,Baker,Species,Accepted,547365-1,Strychnos nigritana,,30010060-2,Strychnos,L.,In review,Bull. Misc. Inform. Kew 1895: 97 (1896),,Strychnos nigritana,547365-1,Species,Strychnos nigritana,547365-1
673812,547367-1,Loganiaceae,Strychnos,nitida,,Strychnos nitida,G.Don,Species,Accepted,547367-1,Strychnos nitida,,30010060-2,Strychnos,L.,In review,Gen. Hist. 4: 66 (1837),,Strychnos nitida,547367-1,Species,Strychnos nitida,547367-1
673814,547370-1,Loganiaceae,Strychnos,nux-blanda,,Strychnos nux-blanda,A.W.Hill,Species,Accepted,547370-1,Strychnos nux-blanda,,30010060-2,Strychnos,L.,In review,Bull. Misc. Inform. Kew 1917: 189 (1917),,Strychnos nux-blanda,547370-1,Species,Strychnos nux-blanda,547370-1
673815,547371-1,Loganiaceae,Strychnos,nux-vomica,,Strychnos nux-vomica,L.,Species,Accepted,547371-1,Strychnos nux-vomica,,30010060-2,Strychnos,L.,In review,Sp. Pl.: 189 (1753),,Strychnos nux-vomica,547371-1,Species,Strychnos nux-vomica,547371-1
673819,547375-1,Loganiaceae,Strychnos,odorata,,Strychnos odorata,A.Chev.,Species,Accepted,547375-1,Strychnos odorata,,30010060-2,Strychnos,L.,In review,Rev. Int. Bot. Appl. Agric. Trop. 27: 373 (1947),,Strychnos odorata,547375-1,Species,Strychnos odorata,547375-1
673820,247332-2,Loganiaceae,Strychnos,oiapocensis,,Strychnos oiapocensis,Fróes,Species,Accepted,247332-2,Strychnos oiapocensis,,30010060-2,Strychnos,L.,In review,Bol. Técn. Inst. Agron. N. 36: 153 (1959),,Strychnos oiapocensis,247332-2,Species,Strychnos oiapocensis,247332-2
673821,547378-1,Loganiaceae,Strychnos,oleifolia,,Strychnos oleifolia,A.W.Hill,Species,Accepted,547378-1,Strychnos oleifolia,,30010060-2,Strychnos,L.,In review,Bull. Misc. Inform. Kew 1917: 156 (1917),,Strychnos oleifolia,547378-1,Species,Strychnos oleifolia,547378-1
673827,547385-1,Loganiaceae,Strychnos,ovata,,Strychnos ovata,A.W.Hill,Species,Accepted,547385-1,Strychnos ovata,,30010060-2,Strychnos,L.,In review,Bull. Misc. Inform. Kew 1909: 360 (1909),,Strychnos ovata,547385-1,Species,Strychnos ovata,547385-1
673828,247334-2,Loganiaceae,Strychnos,pachycarpa,,Strychnos pachycarpa,Ducke,Species,Accepted,247334-2,Strychnos pachycarpa,,30010060-2,Strychnos,L.,In review,Bol. Técn. Inst. Agron. N. 3: 15 (1945),,Strychnos pachycarpa,247334-2,Species,Strychnos pachycarpa,247334-2
673831,547390-1,Loganiaceae,Strychnos,panamensis,,Strychnos panamensis,Seem.,Species,Accepted,547390-1,Strychnos panamensis,,30010060-2,Strychnos,L.,In review,Bot. Voy. Herald: 166 (1854),,Strychnos panamensis,547390-1,Species,Strychnos panamensis,547390-1
673834,547392-1,Loganiaceae,Strychnos,panganensis,,Strychnos panganensis,Gilg,Species,Accepted,547392-1,Strychnos panganensis,,30010060-2,Strychnos,L.,In review,"H.G.A.Engler, Pflanzenw. Ost-Afrikas, C: 311 (1895)",,Strychnos panganensis,547392-1,Species,Strychnos panganensis,547392-1
673839,547398-1,Loganiaceae,Strychnos,parviflora,,Strychnos parviflora,Spruce ex Benth.,Species,Accepted,547398-1,Strychnos parviflora,,30010060-2,Strychnos,L.,In review,"J. Proc. Linn. Soc., Bot. 1: 107 (1856)",,Strychnos parviflora,547398-1,Species,Strychnos parviflora,547398-1
673840,547399-1,Loganiaceae,Strychnos,parvifolia,,Strychnos parvifolia,A.DC.,Species,Accepted,547399-1,Strychnos parvifolia,,30010060-2,Strychnos,L.,In review,"A.P.de Candolle, Prodr. 9: 16 (1845)",,Strychnos parvifolia,547399-1,Species,Strychnos parvifolia,547399-1
673842,547401-1,Loganiaceae,Strychnos,peckii,,Strychnos peckii,B.L.Rob.,Species,Accepted,547401-1,Strychnos peckii,,30010060-2,Strychnos,L.,In review,Proc. Amer. Acad. Arts 49: 504 (1913),,Strychnos peckii,547401-1,Species,Strychnos peckii,547401-1
673846,547405-1,Loganiaceae,Strychnos,penninervis,,Strychnos penninervis,A.Chev.,Species,Accepted,547405-1,Strychnos penninervis,,30010060-2,Strychnos,L.,In review,Rev. Int. Bot. Appl. Agric. Trop. 27: 374 (1947),,Strychnos penninervis,547405-1,Species,Strychnos penninervis,547405-1
673847,547406-1,Loganiaceae,Strychnos,pentantha,,Strychnos pentantha,Leeuwenb.,Species,Accepted,547406-1,Strychnos pentantha,,30010060-2,Strychnos,L.,In review,Meded. Landbouwhoogeschool 69(1): 212 (1969),,Strychnos pentantha,547406-1,Species,Strychnos pentantha,547406-1
673849,547408-1,Loganiaceae,Strychnos,phaeotricha,,Strychnos phaeotricha,Gilg,Species,Accepted,547408-1,Strychnos phaeotricha,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 36: 105 (1905),,Strychnos phaeotricha,547408-1,Species,Strychnos phaeotricha,547408-1
673856,547415-1,Loganiaceae,Strychnos,poeppigii,,Strychnos poeppigii,Progel,Species,Accepted,547415-1,Strychnos poeppigii,,30010060-2,Strychnos,L.,In review,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 6(1): 282 (1868)",,Strychnos poeppigii,547415-1,Species,Strychnos poeppigii,547415-1
673857,547416-1,Loganiaceae,Strychnos,polyantha,,Strychnos polyantha,Pierre ex Dop,Species,Accepted,547416-1,Strychnos polyantha,,30010060-2,Strychnos,L.,In review,Mém. Soc. Bot. France 19: 15 (1910),,Strychnos polyantha,547416-1,Species,Strychnos polyantha,547416-1
673860,547419-1,Loganiaceae,Strychnos,polytrichantha,,Strychnos polytrichantha,Gilg,Species,Accepted,547419-1,Strychnos polytrichantha,,30010060-2,Strychnos,L.,In review,Notizbl. Königl. Bot. Gart. Berlin 1: 267 (1897),,Strychnos polytrichantha,547419-1,Species,Strychnos polytrichantha,547419-1
673861,547420-1,Loganiaceae,Strychnos,potatorum,,Strychnos potatorum,L.f.,Species,Accepted,547420-1,Strychnos potatorum,,30010060-2,Strychnos,L.,In review,Suppl. Pl.: 148 (1782),,Strychnos potatorum,547420-1,Species,Strychnos potatorum,547420-1
673863,247341-2,Loganiaceae,Strychnos,progeliana,,Strychnos progeliana,Krukoff & Barneby,Species,Accepted,247341-2,Strychnos progeliana,,30010060-2,Strychnos,L.,In review,Mem. New York Bot. Gard. 20(1): 58 (1969),,Strychnos progeliana,247341-2,Species,Strychnos progeliana,247341-2
673866,547425-1,Loganiaceae,Strychnos,pseudoquina,,Strychnos pseudoquina,A.St.-Hil.,Species,Accepted,547425-1,Strychnos pseudoquina,,30010060-2,Strychnos,L.,In review,Mém. Mus. Hist. Nat. 9: 340 (1822),,Strychnos pseudoquina,547425-1,Species,Strychnos pseudoquina,547425-1
673869,547427-1,Loganiaceae,Strychnos,psilosperma,,Strychnos psilosperma,F.Muell.,Species,Accepted,547427-1,Strychnos psilosperma,,30010060-2,Strychnos,L.,In review,Fragm. 4: 44 (1863),,Strychnos psilosperma,547427-1,Species,Strychnos psilosperma,547427-1
673870,77119500-1,Loganiaceae,Strychnos,puberula,,Strychnos puberula,McPherson,Species,Accepted,77119500-1,Strychnos puberula,,30010060-2,Strychnos,L.,In review,Novon 21: 472 (2011),,Strychnos puberula,77119500-1,Species,Strychnos puberula,77119500-1
673871,547428-1,Loganiaceae,Strychnos,pubescens,,Strychnos pubescens,C.B.Clarke,Species,Accepted,547428-1,Strychnos pubescens,,30010060-2,Strychnos,L.,In review,"J.D.Hooker, Fl. Brit. India 4: 89 (1883)",,Strychnos pubescens,547428-1,Species,Strychnos pubescens,547428-1
673872,247343-2,Loganiaceae,Strychnos,pubiflora,,Strychnos pubiflora,Krukoff,Species,Accepted,247343-2,Strychnos pubiflora,,30010060-2,Strychnos,L.,In review,Brittonia 4: 290 (1942),,Strychnos pubiflora,247343-2,Species,Strychnos pubiflora,247343-2
673873,547430-1,Loganiaceae,Strychnos,pungens,,Strychnos pungens,Soler.,Species,Accepted,547430-1,Strychnos pungens,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 17: 554 (1893),,Strychnos pungens,547430-1,Species,Strychnos pungens,547430-1
673882,247344-2,Loganiaceae,Strychnos,ramentifera,,Strychnos ramentifera,Ducke,Species,Accepted,247344-2,Strychnos ramentifera,,30010060-2,Strychnos,L.,In review,"Bull. Mus. Natl. Hist. Nat., sér. 2, 4: 745 (1932)",,Strychnos ramentifera,247344-2,Species,Strychnos ramentifera,247344-2
673884,247345-2,Loganiaceae,Strychnos,recognita,,Strychnos recognita,Krukoff & Barneby,Species,Accepted,247345-2,Strychnos recognita,,30010060-2,Strychnos,L.,In review,Phytologia 27: 103 (1973),,Strychnos recognita,247345-2,Species,Strychnos recognita,247345-2
673886,547443-1,Loganiaceae,Strychnos,retinervis,,Strychnos retinervis,Leeuwenb.,Species,Accepted,547443-1,Strychnos retinervis,,30010060-2,Strychnos,L.,In review,Meded. Landbouwhoogeschool 69(1): 228 (1969),,Strychnos retinervis,547443-1,Species,Strychnos retinervis,547443-1
673891,547448-1,Loganiaceae,Strychnos,ridleyi,,Strychnos ridleyi,King & Gamble,Species,Accepted,547448-1,Strychnos ridleyi,,30010060-2,Strychnos,L.,In review,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 74: 621 (1908)",,Strychnos ridleyi,547448-1,Species,Strychnos ridleyi,547448-1
673894,247347-2,Loganiaceae,Strychnos,romeu-belenii,,Strychnos romeu-belenii,Krukoff & Barneby,Species,Accepted,247347-2,Strychnos romeu-belenii,,30010060-2,Strychnos,L.,In review,Mem. New York Bot. Gard. 20(1): 22 (1969),,Strychnos romeu-belenii,247347-2,Species,Strychnos romeu-belenii,247347-2
673895,547453-1,Loganiaceae,Strychnos,rondeletioides,,Strychnos rondeletioides,Spruce ex Benth.,Species,Accepted,547453-1,Strychnos rondeletioides,,30010060-2,Strychnos,L.,In review,"J. Proc. Linn. Soc., Bot. 1: 104 (1856)",,Strychnos rondeletioides,547453-1,Species,Strychnos rondeletioides,547453-1
673897,547455-1,Loganiaceae,Strychnos,rubiginosa,,Strychnos rubiginosa,A.DC.,Species,Accepted,547455-1,Strychnos rubiginosa,,30010060-2,Strychnos,L.,In review,"A.P.de Candolle, Prodr. 9: 11 (1845)",,Strychnos rubiginosa,547455-1,Species,Strychnos rubiginosa,547455-1
673898,547456-1,Loganiaceae,Strychnos,rufa,,Strychnos rufa,C.B.Clarke,Species,Accepted,547456-1,Strychnos rufa,,30010060-2,Strychnos,L.,In review,"J.D.Hooker, Fl. Brit. India 4: 89 (1883)",,Strychnos rufa,547456-1,Species,Strychnos rufa,547456-1
673900,547458-1,Loganiaceae,Strychnos,rupicola,,Strychnos rupicola,Pierre ex Dop,Species,Accepted,547458-1,Strychnos rupicola,,30010060-2,Strychnos,L.,In review,Mém. Soc. Bot. France 19: 17 (1910),,Strychnos rupicola,547458-1,Species,Strychnos rupicola,547458-1
673901,547459-1,Loganiaceae,Strychnos,samba,,Strychnos samba,P.A.Duvign.,Species,Accepted,547459-1,Strychnos samba,,30010060-2,Strychnos,L.,In review,Bull. Séances Inst. Roy. Colon. Belge 19: 216 (1948),,Strychnos samba,547459-1,Species,Strychnos samba,547459-1
673902,247349-2,Loganiaceae,Strychnos,sandwithiana,,Strychnos sandwithiana,Krukoff & Barneby,Species,Accepted,247349-2,Strychnos sandwithiana,,30010060-2,Strychnos,L.,In review,Mem. New York Bot. Gard. 20(1): 36 (1969),,Strychnos sandwithiana,247349-2,Species,Strychnos sandwithiana,247349-2
673906,547464-1,Loganiaceae,Strychnos,scheffleri,,Strychnos scheffleri,Gilg,Species,Accepted,547464-1,Strychnos scheffleri,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 36: 93 (1905),,Strychnos scheffleri,547464-1,Species,Strychnos scheffleri,547464-1
673909,247350-2,Loganiaceae,Strychnos,schultesiana,,Strychnos schultesiana,Krukoff,Species,Accepted,247350-2,Strychnos schultesiana,,30010060-2,Strychnos,L.,In review,Mem. New York Bot. Gard. 12(2): 78 (1965),,Strychnos schultesiana,247350-2,Species,Strychnos schultesiana,247350-2
673911,247351-2,Loganiaceae,Strychnos,schunkei,,Strychnos schunkei,Krukoff & Barneby,Species,Accepted,247351-2,Strychnos schunkei,,30010060-2,Strychnos,L.,In review,Phytologia 25: 53 (1972),,Strychnos schunkei,247351-2,Species,Strychnos schunkei,247351-2
673917,247353-2,Loganiaceae,Strychnos,setosa,,Strychnos setosa,Krukoff & Barneby,Species,Accepted,247353-2,Strychnos setosa,,30010060-2,Strychnos,L.,In review,Phytologia 41: 222 (1979),,Strychnos setosa,247353-2,Species,Strychnos setosa,247353-2
673922,247355-2,Loganiaceae,Strychnos,solerederi,,Strychnos solerederi,Gilg,Species,Accepted,247355-2,Strychnos solerederi,,30010060-2,Strychnos,L.,In review,Beibl. Bot. Jahrb. Syst. 60: 40 (1898),,Strychnos solerederi,247355-2,Species,Strychnos solerederi,247355-2
673923,247356-2,Loganiaceae,Strychnos,solimoesana,,Strychnos solimoesana,Krukoff,Species,Accepted,247356-2,Strychnos solimoesana,,30010060-2,Strychnos,L.,In review,Brittonia 4: 280 (1942),,Strychnos solimoesana,247356-2,Species,Strychnos solimoesana,247356-2
673924,931166-1,Loganiaceae,Strychnos,sonlaensis,,Strychnos sonlaensis,C.K.Tran,Species,Accepted,931166-1,Strychnos sonlaensis,,30010060-2,Strychnos,L.,In review,Feddes Repert. 97: 749 (1986),,Strychnos sonlaensis,931166-1,Species,Strychnos sonlaensis,931166-1
673925,547483-1,Loganiaceae,Strychnos,soubrensis,,Strychnos soubrensis,Hutch. & Dalziel,Species,Accepted,547483-1,Strychnos soubrensis,,30010060-2,Strychnos,L.,In review,Fl. W. Trop. Afr. 2: 22 (1931),,Strychnos soubrensis,547483-1,Species,Strychnos soubrensis,547483-1
673926,547485-1,Loganiaceae,Strychnos,spinosa,,Strychnos spinosa,Lam.,Species,Accepted,547485-1,Strychnos spinosa,,30010060-2,Strychnos,L.,In review,Tabl. Encycl. 2: 38 (1794),,Strychnos spinosa,547485-1,Species,Strychnos spinosa,547485-1
673928,547487-1,Loganiaceae,Strychnos,splendens,,Strychnos splendens,Gilg,Species,Accepted,547487-1,Strychnos splendens,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 17: 571 (1893),,Strychnos splendens,547487-1,Species,Strychnos splendens,547487-1
673929,547488-1,Loganiaceae,Strychnos,staudtii,,Strychnos staudtii,Gilg,Species,Accepted,547488-1,Strychnos staudtii,,30010060-2,Strychnos,L.,In review,Notizbl. Königl. Bot. Gart. Berlin 1: 182 (1896),,Strychnos staudtii,547488-1,Species,Strychnos staudtii,547488-1
673934,547493-1,Loganiaceae,Strychnos,subcordata,,Strychnos subcordata,Spruce ex Benth.,Species,Accepted,547493-1,Strychnos subcordata,,30010060-2,Strychnos,L.,In review,"J. Proc. Linn. Soc., Bot. 1: 106 (1856)",,Strychnos subcordata,547493-1,Species,Strychnos subcordata,547493-1
673942,247358-2,Loganiaceae,Strychnos,tabascana,,Strychnos tabascana,Sprague & Sandwith,Species,Accepted,247358-2,Strychnos tabascana,,30010060-2,Strychnos,L.,In review,Bull. Misc. Inform. Kew 1927: 128 (1927),,Strychnos tabascana,247358-2,Species,Strychnos tabascana,247358-2
673943,547502-1,Loganiaceae,Strychnos,talbotiae,,Strychnos talbotiae,S.Moore,Species,Accepted,547502-1,Strychnos talbotiae,,30010060-2,Strychnos,L.,In review,"A.B.Rendle & al., Cat. Pl. Oban: 69 (1913)",,Strychnos talbotiae,547502-1,Species,Strychnos talbotiae,547502-1
673944,247359-2,Loganiaceae,Strychnos,tarapotensis,,Strychnos tarapotensis,Sprague & Sandwith,Species,Accepted,247359-2,Strychnos tarapotensis,,30010060-2,Strychnos,L.,In review,Bull. Misc. Inform. Kew 1927: 131 (1927),,Strychnos tarapotensis,247359-2,Species,Strychnos tarapotensis,247359-2
673945,547504-1,Loganiaceae,Strychnos,tchibangensis,,Strychnos tchibangensis,Pellegr.,Species,Accepted,547504-1,Strychnos tchibangensis,,30010060-2,Strychnos,L.,In review,Bull. Mus. Natl. Hist. Nat. 32: 394 (1926),,Strychnos tchibangensis,547504-1,Species,Strychnos tchibangensis,547504-1
673947,547508-1,Loganiaceae,Strychnos,ternata,,Strychnos ternata,Gilg ex Leeuwenb.,Species,Accepted,547508-1,Strychnos ternata,,30010060-2,Strychnos,L.,In review,Acta Bot. Neerl. 14: 224 (1965),,Strychnos ternata,547508-1,Species,Strychnos ternata,547508-1
673950,547511-1,Loganiaceae,Strychnos,tetragona,,Strychnos tetragona,A.W.Hill,Species,Accepted,547511-1,Strychnos tetragona,,30010060-2,Strychnos,L.,In review,Bull. Misc. Inform. Kew 1917: 140 (1917),,Strychnos tetragona,547511-1,Species,Strychnos tetragona,547511-1
673953,547514-1,Loganiaceae,Strychnos,thorelii,,Strychnos thorelii,Pierre ex Dop,Species,Accepted,547514-1,Strychnos thorelii,,30010060-2,Strychnos,L.,In review,Mém. Soc. Bot. France 19: 20 (1910),,Strychnos thorelii,547514-1,Species,Strychnos thorelii,547514-1
673957,547520-1,Loganiaceae,Strychnos,tomentosa,,Strychnos tomentosa,Benth.,Species,Accepted,547520-1,Strychnos tomentosa,,30010060-2,Strychnos,L.,In review,"J. Proc. Linn. Soc., Bot. 1: 104 (1856)",,Strychnos tomentosa,547520-1,Species,Strychnos tomentosa,547520-1
673959,247362-2,Loganiaceae,Strychnos,torresiana,,Strychnos torresiana,Krukoff & Monach.,Species,Accepted,247362-2,Strychnos torresiana,,30010060-2,Strychnos,L.,In review,Brittonia 6: 348 (1948),,Strychnos torresiana,247362-2,Species,Strychnos torresiana,247362-2
673960,547525-1,Loganiaceae,Strychnos,toxifera,,Strychnos toxifera,R.H.Schomb. ex Lindl.,Species,Accepted,547525-1,Strychnos toxifera,,30010060-2,Strychnos,L.,In review,Fl. Med.: 530 (1838),,Strychnos toxifera,547525-1,Species,Strychnos toxifera,547525-1
673962,547527-1,Loganiaceae,Strychnos,tricalysioides,,Strychnos tricalysioides,Hutch. & M.B.Moss,Species,Accepted,547527-1,Strychnos tricalysioides,,30010060-2,Strychnos,L.,In review,"J.Hutchinson & J.M.Dalziel, Fl. W. Trop. Afr. 2: 24 (1931)",,Strychnos tricalysioides,547527-1,Species,Strychnos tricalysioides,547527-1
673963,547529-1,Loganiaceae,Strychnos,trichocalyx,,Strychnos trichocalyx,A.W.Hill,Species,Accepted,547529-1,Strychnos trichocalyx,,30010060-2,Strychnos,L.,In review,Bull. Misc. Inform. Kew 1917: 174 (1917),,Strychnos trichocalyx,547529-1,Species,Strychnos trichocalyx,547529-1
673964,547530-1,Loganiaceae,Strychnos,trichoneura,,Strychnos trichoneura,Leeuwenb.,Species,Accepted,547530-1,Strychnos trichoneura,,30010060-2,Strychnos,L.,In review,Meded. Landbouwhoogeschool 69(1): 264 (1969),,Strychnos trichoneura,547530-1,Species,Strychnos trichoneura,547530-1
673967,77221793-1,Loganiaceae,Strychnos,trinervis,,Strychnos trinervis,(Vell.) Mart.,Species,Accepted,77221793-1,Strychnos trinervis,,30010060-2,Strychnos,L.,In review,Syst. Mat. Med. Bras.: 121 (1843),,Strychnos trinervis,77221793-1,Species,Strychnos trinervis,77221793-1
673970,247364-2,Loganiaceae,Strychnos,tseasnum,,Strychnos tseasnum,Krukoff & Barneby,Species,Accepted,247364-2,Strychnos tseasnum,,30010060-2,Strychnos,L.,In review,Phytologia 51: 434 (1982),,Strychnos tseasnum,247364-2,Species,Strychnos tseasnum,247364-2
673974,547538-1,Loganiaceae,Strychnos,umbellata,,Strychnos umbellata,(Lour.) Merr.,Species,Accepted,547538-1,Strychnos umbellata,,30010060-2,Strychnos,L.,In review,Philipp. J. Sci. 15: 252 (1919),68034-1,Strychnos umbellata,547538-1,Species,Strychnos umbellata,547538-1
673977,547542-1,Loganiaceae,Strychnos,urceolata,,Strychnos urceolata,Leeuwenb.,Species,Accepted,547542-1,Strychnos urceolata,,30010060-2,Strychnos,L.,In review,Acta Bot. Neerl. 14: 226 (1965),,Strychnos urceolata,547542-1,Species,Strychnos urceolata,547542-1
